,Mkt-RF,SMB,HML,RF,WML
1957-05-01,0.0346,-0.0108,-0.020099999999999996,0.0026,0.0018
1957-06-01,-0.0075,0.0059,-0.0003,0.0024,0.0072
1957-07-01,0.0066,-0.008,0.0048,0.003,-0.0007000000000000001
1957-08-01,-0.0512,0.0006,-0.0045000000000000005,0.0025,0.0045000000000000005
1957-09-01,-0.0599,0.0006,0.0095,0.0026,0.006
1957-10-01,-0.0432,-0.0246,-0.018799999999999997,0.0029,0.0203
1957-11-01,0.0231,0.004,-0.0291,0.0028000000000000004,0.0127
1957-12-01,-0.039,-0.0091,-0.0176,0.0024,0.0781
1958-01-01,0.04650000000000001,0.0429,0.0434,0.0028000000000000004,-0.07719999999999999
1958-02-01,-0.015300000000000001,0.0075,0.0023,0.0012,0.037200000000000004
1958-03-01,0.0327,0.0069,-0.0103,0.0009,-0.0165
1958-04-01,0.030899999999999997,-0.0069,0.016399999999999998,0.0008,0.019
1958-05-01,0.0232,0.0216,-0.002,0.0011,-0.0174
1958-06-01,0.029300000000000003,-0.0014000000000000002,0.0031,0.0003,-0.0089
1958-07-01,0.043899999999999995,0.004699999999999999,0.030699999999999998,0.0007000000000000001,-0.0356
1958-08-01,0.019,0.0115,0.0033,0.0004,0.0014000000000000002
1958-09-01,0.0466,0.0008,0.027999999999999997,0.0019,-0.011200000000000002
1958-10-01,0.0253,0.0105,-0.0113,0.0018,0.0311
1958-11-01,0.0301,0.020499999999999997,-0.011699999999999999,0.0011,0.015300000000000001
1958-12-01,0.0516,-0.0202,0.0006,0.0022,-0.0070999999999999995
1959-01-01,0.0070999999999999995,0.0302,0.0292,0.0021,-0.0029
1959-02-01,0.0095,0.0148,0.0115,0.0019,0.034
1959-03-01,0.0028000000000000004,0.014499999999999999,-0.0034000000000000002,0.0022,0.0022
1959-04-01,0.0366,-0.0068000000000000005,-0.0124,0.002,0.0316
1959-05-01,0.0173,-0.021,0.018000000000000002,0.0022,0.015
1959-06-01,-0.0024,0.0067,0.0132,0.0024,0.031400000000000004
1959-07-01,0.0318,-0.0034999999999999996,0.0027,0.0025,-0.0034999999999999996
1959-08-01,-0.0138,-0.0078000000000000005,0.0044,0.0019,-0.01
1959-09-01,-0.0481,-0.0015,0.0053,0.0031,0.0078000000000000005
1959-10-01,0.0128,0.0152,-0.021,0.003,0.034300000000000004
1959-11-01,0.016,0.0126,-0.0322,0.0026,0.0229
1959-12-01,0.0246,-0.0063,-0.0001,0.0034000000000000002,0.0103
1960-01-01,-0.0698,0.0212,0.0265,0.0033,-0.0351
1960-02-01,0.0116,0.006,-0.0197,0.0029,0.04
1960-03-01,-0.0163,-0.0055000000000000005,-0.0275,0.0034999999999999996,0.0141
1960-04-01,-0.0171,0.0022,-0.021400000000000002,0.0019,0.028399999999999998
1960-05-01,0.031200000000000002,0.0129,-0.0373,0.0027,0.0479
1960-06-01,0.0208,-0.0028000000000000004,-0.0027,0.0024,0.0089
1960-07-01,-0.023700000000000002,-0.0052,0.021,0.0013,-0.006999999999999999
1960-08-01,0.03,0.0069,-0.0018,0.0017000000000000001,0.0151
1960-09-01,-0.06,-0.011200000000000002,0.0168,0.0016,0.0038
1960-10-01,-0.0070999999999999995,-0.0409,0.028300000000000002,0.0022,0.0126
1960-11-01,0.046900000000000004,0.0038,-0.0239,0.0013,0.0363
1960-12-01,0.0473,-0.0158,-0.0077,0.0016,0.013600000000000001
1961-01-01,0.062,0.006,0.0365,0.0019,-0.041299999999999996
1961-02-01,0.035699999999999996,0.038900000000000004,-0.0058,0.0014000000000000002,0.01
1961-03-01,0.028900000000000002,0.0322,-0.008199999999999999,0.002,0.0432
1961-04-01,0.0029,0.0007000000000000001,0.0213,0.0017000000000000001,0.0362
1961-05-01,0.024,0.0197,0.0038,0.0018,-0.015700000000000002
1961-06-01,-0.0308,-0.024900000000000002,-0.0009,0.002,0.003
1961-07-01,0.028300000000000002,-0.0194,-0.0008,0.0018,0.0022
1961-08-01,0.025699999999999997,-0.0171,-0.003,0.0014000000000000002,0.016399999999999998
1961-09-01,-0.0215,-0.010700000000000001,-0.0060999999999999995,0.0017000000000000001,0.0079
1961-10-01,0.0258,-0.0161,0.0018,0.0019,0.030699999999999998
1961-11-01,0.044500000000000005,0.0126,-0.012199999999999999,0.0015,0.013500000000000002
1961-12-01,-0.0017000000000000001,-0.0087,0.0176,0.0019,-0.0218
1962-01-01,-0.0387,0.0174,0.051100000000000007,0.0024,-0.0204
1962-02-01,0.0181,-0.0115,0.008199999999999999,0.002,-0.01
1962-03-01,-0.0068000000000000005,0.0066,-0.0158,0.002,0.0189
1962-04-01,-0.0659,-0.0085,0.0014000000000000002,0.0022,0.0294
1962-05-01,-0.0866,-0.031400000000000004,0.0273,0.0024,0.004699999999999999
1962-06-01,-0.085,-0.0046,0.0242,0.002,0.064
1962-07-01,0.06269999999999999,0.0152,-0.0337,0.0027,0.005
1962-08-01,0.0213,0.012199999999999999,-0.011200000000000002,0.0023,-0.005600000000000001
1962-09-01,-0.052199999999999996,-0.024,0.013300000000000001,0.0021,0.039599999999999996
1962-10-01,-0.0005,-0.0395,0.013000000000000001,0.0026,0.0079
1962-11-01,0.10890000000000001,0.025,0.0085,0.002,-0.0721
1962-12-01,0.0101,-0.037599999999999995,0.0032,0.0023,0.059000000000000004
1963-01-01,0.049400000000000006,0.0301,0.022400000000000003,0.0025,-0.0213
1963-02-01,-0.024,0.0046,0.0215,0.0023,0.0252
1963-03-01,0.0308,-0.0258,0.021,0.0023,0.0158
1963-04-01,0.0451,-0.0126,0.01,0.0025,-0.001
1963-05-01,0.0176,0.0108,0.0255,0.0024,0.0029
1963-06-01,-0.02,-0.0032,0.006500000000000001,0.0023,0.0116
1963-07-01,-0.0039000000000000003,-0.005699999999999999,-0.008100000000000001,0.0027,0.0101
1963-08-01,0.0508,-0.0095,0.017,0.0025,0.01
1963-09-01,-0.015700000000000002,-0.0025,0.0,0.0027,0.0015
1963-10-01,0.0254,-0.005699999999999999,-0.0004,0.0029,0.0313
1963-11-01,-0.0086,-0.0116,0.0173,0.0027,-0.0078000000000000005
1963-12-01,0.0183,-0.0196,-0.0021,0.0029,0.0184
1964-01-01,0.022400000000000003,-0.0024,0.0163,0.003,0.0102
1964-02-01,0.0155,0.0012,0.0281,0.0026,0.0033
1964-03-01,0.0141,0.0095,0.0329,0.0031,0.0075
1964-04-01,0.001,-0.013500000000000002,-0.0054,0.0029,-0.0064
1964-05-01,0.0141,-0.0084,0.0181,0.0026,0.0253
1964-06-01,0.0127,-0.0023,0.0068000000000000005,0.003,0.004699999999999999
1964-07-01,0.0174,0.0019,0.0079,0.003,-0.0037
1964-08-01,-0.0144,0.0001,0.0007000000000000001,0.0028000000000000004,-0.0025
1964-09-01,0.0269,-0.0063,0.0172,0.0028000000000000004,-0.0039000000000000003
1964-10-01,0.006,0.0048,0.0108,0.0029,0.0019
1964-11-01,-0.0001,0.0062,-0.0204,0.0029,0.011000000000000001
1964-12-01,0.0004,-0.0024,-0.024300000000000002,0.0031,-0.006999999999999999
1965-01-01,0.0354,0.025699999999999997,0.0036,0.0028000000000000004,-0.0138
1965-02-01,0.0044,0.0331,0.0022,0.003,0.0024
1965-03-01,-0.0134,0.0179,0.0115,0.0036,0.0017000000000000001
1965-04-01,0.0311,0.011399999999999999,0.0073,0.0031,0.0253
1965-05-01,-0.0078000000000000005,0.0002,-0.0155,0.0031,0.005600000000000001
1965-06-01,-0.055099999999999996,-0.0407,0.0023,0.0034999999999999996,-0.0318
1965-07-01,0.0144,0.0086,0.0219,0.0031,0.0409
1965-08-01,0.0273,0.0285,-0.0098,0.0033,0.025699999999999997
1965-09-01,0.0286,0.0063,-0.0014000000000000002,0.0031,0.0329
1965-10-01,0.026000000000000002,0.0252,0.0155,0.0031,0.0345
1965-11-01,-0.0003,0.046900000000000004,0.0016,0.0034999999999999996,0.044000000000000004
1965-12-01,0.0101,0.0207,0.0215,0.0033,-0.001
1966-01-01,0.0072,0.04019999999999999,0.0327,0.0038,0.0528
1966-02-01,-0.0121,0.0444,0.0038,0.0034999999999999996,0.045899999999999996
1966-03-01,-0.025099999999999997,0.0086,-0.0213,0.0038,0.0146
1966-04-01,0.0213,0.0344,-0.0036,0.0034000000000000002,0.0588
1966-05-01,-0.0567,-0.046,-0.016,0.0040999999999999995,-0.0471
1966-06-01,-0.0144,0.0102,0.0049,0.0038,0.0323
1966-07-01,-0.0163,-0.0034999999999999996,0.0091,0.0034999999999999996,-0.013000000000000001
1966-08-01,-0.0794,-0.0326,0.005,0.0040999999999999995,-0.022099999999999998
1966-09-01,-0.0106,-0.0101,0.0048,0.004,-0.0187
1966-10-01,0.038599999999999995,-0.066,0.0274,0.0045000000000000005,-0.052000000000000005
1966-11-01,0.0138,0.0407,-0.0463,0.004,0.0574
1966-12-01,0.0013,0.019299999999999998,-0.0095,0.004,0.009899999999999999
1967-01-01,0.0815,0.081,0.0236,0.0043,-0.07
1967-02-01,0.0077,0.0332,-0.0226,0.0036,0.0351
1967-03-01,0.039900000000000005,0.0147,0.004699999999999999,0.0039000000000000003,0.0139
1967-04-01,0.038900000000000004,0.004699999999999999,-0.0229,0.0032,0.0052
1967-05-01,-0.0432,0.021099999999999997,0.008,0.0033,0.006500000000000001
1967-06-01,0.0242,0.058499999999999996,0.008,0.0027,0.0601
1967-07-01,0.0458,0.0317,0.0275,0.0032,-0.011000000000000001
1967-08-01,-0.009000000000000001,0.0043,0.0143,0.0031,-0.0132
1967-09-01,0.031,0.0304,-0.024700000000000003,0.0032,0.0239
1967-10-01,-0.0308,0.0147,-0.0329,0.0039000000000000003,0.0368
1967-11-01,0.0037,0.0018,-0.0171,0.0036,0.012199999999999999
1967-12-01,0.0305,0.0562,-0.0054,0.0033,0.032
1968-01-01,-0.0403,0.039900000000000005,0.048499999999999995,0.004,-0.044500000000000005
1968-02-01,-0.0374,-0.0294,0.0123,0.0039000000000000003,-0.0334
1968-03-01,0.0021,-0.013000000000000001,-0.0063,0.0038,0.0319
1968-04-01,0.0902,0.056600000000000004,-0.011000000000000001,0.0043,0.051100000000000007
1968-05-01,0.022799999999999997,0.0629,0.008199999999999999,0.0045000000000000005,0.0375
1968-06-01,0.006999999999999999,-0.0019,0.0066,0.0043,-0.0209
1968-07-01,-0.0269,-0.0128,0.053099999999999994,0.0048,-0.0089
1968-08-01,0.013500000000000002,0.0242,0.009899999999999999,0.0042,0.019
1968-09-01,0.0405,0.0274,0.003,0.0043,-0.0064
1968-10-01,0.0043,-0.005,0.0282,0.0044,-0.0146
1968-11-01,0.054299999999999994,0.023399999999999997,-0.0096,0.0042,0.0174
1968-12-01,-0.0393,0.0336,0.0004,0.0043,0.0034000000000000002
1969-01-01,-0.0125,-0.0063,0.0166,0.0053,-0.0014000000000000002
1969-02-01,-0.058600000000000006,-0.039599999999999996,0.0089,0.0046,-0.0252
1969-03-01,0.026600000000000002,-0.003,-0.0042,0.0046,0.0406
1969-04-01,0.0146,-0.008100000000000001,0.0002,0.0053,0.0124
1969-05-01,-0.0009,-0.0032,0.0062,0.0048,0.0177
1969-06-01,-0.0719,-0.053399999999999996,-0.011000000000000001,0.0051,-0.0231
1969-07-01,-0.07,-0.032400000000000005,0.0118,0.0053,0.0181
1969-08-01,0.046900000000000004,0.008100000000000001,-0.0375,0.005,0.021400000000000002
1969-09-01,-0.0297,0.0123,-0.0322,0.0062,0.024300000000000002
1969-10-01,0.0506,0.0392,-0.031200000000000002,0.006,-0.0436
1969-11-01,-0.038,-0.0255,-0.0125,0.0052,0.036699999999999997
1969-12-01,-0.0263,-0.0368,-0.0288,0.0064,0.0527
1970-01-01,-0.081,0.0291,0.0317,0.006,0.0058
1970-02-01,0.051399999999999994,-0.0239,0.0369,0.0062,0.0027
1970-03-01,-0.0106,-0.0231,0.0408,0.005699999999999999,-0.0037
1970-04-01,-0.1099,-0.061399999999999996,0.061399999999999996,0.005,-0.0083
1970-05-01,-0.069,-0.0461,0.0332,0.0053,-0.026600000000000002
1970-06-01,-0.057999999999999996,-0.0208,0.0044,0.0058,0.056299999999999996
1970-07-01,0.0692,-0.0055000000000000005,0.009300000000000001,0.0052,-0.031200000000000002
1970-08-01,0.045,0.0148,0.0141,0.0053,-0.0668
1970-09-01,0.0418,0.0861,-0.0541,0.0054,-0.0864
1970-10-01,-0.0227,-0.0417,0.0021,0.0046,0.0946
1970-11-01,0.0462,-0.0397,0.0158,0.0046,0.026000000000000002
1970-12-01,0.0574,0.0282,0.0104,0.0042,-0.023
1971-01-01,0.0483,0.0728,0.0155,0.0038,-0.06860000000000001
1971-02-01,0.0141,0.018600000000000002,-0.0124,0.0033,0.0083
1971-03-01,0.0412,0.026000000000000002,-0.0395,0.003,-0.0139
1971-04-01,0.0315,-0.0049,0.0086,0.0028000000000000004,0.0134
1971-05-01,-0.039900000000000005,-0.0104,-0.013300000000000001,0.0029,0.009399999999999999
1971-06-01,-0.0009,-0.015300000000000001,-0.0197,0.0037,0.0268
1971-07-01,-0.0449,-0.0151,-0.0002,0.004,-0.0232
1971-08-01,0.0379,-0.0022,0.0264,0.004699999999999999,0.0344
1971-09-01,-0.0086,0.005,-0.028999999999999998,0.0037,0.021
1971-10-01,-0.044199999999999996,-0.0175,-0.0051,0.0037,0.005
1971-11-01,-0.0046,-0.0277,-0.0167,0.0037,0.0151
1971-12-01,0.08710000000000001,0.0329,-0.0038,0.0037,-0.0062
1972-01-01,0.024700000000000003,0.0584,0.0212,0.0029,0.0007000000000000001
1972-02-01,0.0287,0.0132,-0.028300000000000002,0.0025,0.0253
1972-03-01,0.0062,-0.0029,-0.0161,0.0027,0.0294
1972-04-01,0.0029,0.0016,0.0003,0.0029,0.0279
1972-05-01,0.0129,-0.0271,-0.027200000000000002,0.003,0.0333
1972-06-01,-0.024300000000000002,0.0028000000000000004,-0.0246,0.0029,0.019
1972-07-01,-0.008,-0.028999999999999998,0.006,0.0031,0.0268
1972-08-01,0.0327,-0.039900000000000005,0.045599999999999995,0.0029,-0.0536
1972-09-01,-0.011399999999999999,-0.026600000000000002,0.0049,0.0034000000000000002,0.0182
1972-10-01,0.0052,-0.0273,0.012199999999999999,0.004,0.006999999999999999
1972-11-01,0.046,-0.0118,0.048799999999999996,0.0037,-0.0508
1972-12-01,0.0062,-0.0195,-0.0218,0.0037,0.0495
1973-01-01,-0.0327,-0.0349,0.027000000000000003,0.0044,0.0381
1973-02-01,-0.048499999999999995,-0.038900000000000004,0.016399999999999998,0.0042,0.0222
1973-03-01,-0.013000000000000001,-0.0278,0.025699999999999997,0.0046,0.0355
1973-04-01,-0.056799999999999996,-0.0384,0.053899999999999997,0.0052,0.0635
1973-05-01,-0.0297,-0.06269999999999999,0.0038,0.0051,0.0719
1973-06-01,-0.015700000000000002,-0.028399999999999998,0.011399999999999999,0.0051,0.0431
1973-07-01,0.0504,0.07919999999999999,-0.0526,0.0064,-0.1167
1973-08-01,-0.0382,-0.02,0.0103,0.006999999999999999,0.0359
1973-09-01,0.047400000000000005,0.029300000000000003,0.0222,0.0068000000000000005,-0.0698
1973-10-01,-0.0083,-0.0021,0.0166,0.006500000000000001,0.0678
1973-11-01,-0.1278,-0.07719999999999999,0.0409,0.005600000000000001,0.0892
1973-12-01,0.0059,-0.054000000000000006,0.0401,0.0064,0.1016
1974-01-01,-0.0016,0.0968,0.059500000000000004,0.0063,-0.0892
1974-02-01,-0.0046,0.0,0.024700000000000003,0.0058,0.0037
1974-03-01,-0.0282,0.025,-0.0014000000000000002,0.005600000000000001,-0.01
1974-04-01,-0.0528,-0.0068000000000000005,0.0092,0.0075,0.0206
1974-05-01,-0.047,-0.029300000000000003,-0.0208,0.0075,-0.0029
1974-06-01,-0.028399999999999998,-0.0024,0.0083,0.006,0.0232
1974-07-01,-0.0806,0.0078000000000000005,0.0516,0.006999999999999999,0.03
1974-08-01,-0.09390000000000001,-0.0069,0.026099999999999998,0.006,0.030299999999999997
1974-09-01,-0.11789999999999999,0.0027,0.054299999999999994,0.008100000000000001,0.0424
1974-10-01,0.1611,-0.034300000000000004,-0.09910000000000001,0.0051,-0.0052
1974-11-01,-0.0453,-0.011699999999999999,-0.0025,0.0054,0.022000000000000002
1974-12-01,-0.0344,-0.047400000000000005,0.0012,0.006999999999999999,0.0298
1975-01-01,0.1367,0.1106,0.08259999999999999,0.0058,-0.138
1975-02-01,0.0556,0.0012,-0.0447,0.0043,-0.0058
1975-03-01,0.026600000000000002,0.0375,0.0242,0.0040999999999999995,-0.0207
1975-04-01,0.042199999999999994,-0.0064,-0.0113,0.0044,0.0152
1975-05-01,0.052000000000000005,0.0393,-0.0405,0.0044,-0.0058
1975-06-01,0.0487,0.008100000000000001,0.013500000000000002,0.0040999999999999995,-0.0004
1975-07-01,-0.066,0.026600000000000002,0.0176,0.0048,0.0034999999999999996
1975-08-01,-0.028399999999999998,-0.0317,-0.0091,0.0048,-0.0016
1975-09-01,-0.0426,-0.0016,0.0033,0.0053,0.004
1975-10-01,0.053200000000000004,-0.0408,0.0034999999999999996,0.005600000000000001,-0.0022
1975-11-01,0.0265,-0.012199999999999999,0.0203,0.0040999999999999995,-0.005
1975-12-01,-0.016,-0.0087,0.017,0.0048,-0.001
1976-01-01,0.1215,0.0487,0.0863,0.004699999999999999,0.0437
1976-02-01,0.0031,0.0697,0.0571,0.0034000000000000002,0.0038
1976-03-01,0.0232,-0.011699999999999999,-0.0011,0.004,0.0023
1976-04-01,-0.0149,-0.0008,-0.0016,0.0042,0.0053
1976-05-01,-0.0134,-0.011899999999999999,-0.0129,0.0037,-0.010700000000000001
1976-06-01,0.0406,-0.0132,0.0073,0.0043,-0.0044
1976-07-01,-0.0106,0.0028000000000000004,0.0174,0.004699999999999999,-0.0015
1976-08-01,-0.005699999999999999,-0.020499999999999997,0.0079,0.0042,-0.0078000000000000005
1976-09-01,0.0206,0.0008,-0.0031,0.0044,0.002
1976-10-01,-0.0242,0.0014000000000000002,-0.0017000000000000001,0.0040999999999999995,-0.0042
1976-11-01,0.0036,0.023399999999999997,0.015300000000000001,0.004,0.0281
1976-12-01,0.0565,0.030299999999999997,0.0223,0.004,0.0073
1977-01-01,-0.0403,0.0475,0.0432,0.0036,0.0404
1977-02-01,-0.0194,0.0103,0.0045000000000000005,0.0034999999999999996,0.0034000000000000002
1977-03-01,-0.013500000000000002,0.009899999999999999,0.0109,0.0038,0.0068000000000000005
1977-04-01,0.0015,-0.0013,0.0338,0.0038,0.04190000000000001
1977-05-01,-0.0147,0.0125,0.008100000000000001,0.0037,0.020099999999999996
1977-06-01,0.0472,0.0207,-0.0062,0.004,0.016
1977-07-01,-0.0169,0.0209,-0.006,0.0042,0.004
1977-08-01,-0.0176,0.0155,-0.0277,0.0044,-0.016399999999999998
1977-09-01,-0.0027,0.015,-0.0026,0.0043,0.0209
1977-10-01,-0.043899999999999995,0.011899999999999999,0.016200000000000003,0.0049,-0.0012
1977-11-01,0.04,0.0368,0.0023,0.005,0.021400000000000002
1977-12-01,0.0027,0.013600000000000001,-0.0029,0.0049,0.0159
1978-01-01,-0.06,0.022799999999999997,0.0338,0.0049,-0.0058
1978-02-01,-0.0139,0.0359,0.008100000000000001,0.0046,0.0196
1978-03-01,0.0285,0.0344,0.0115,0.0053,0.014499999999999999
1978-04-01,0.0787,0.0036,-0.0354,0.0054,0.0049
1978-05-01,0.0176,0.0453,-0.0055000000000000005,0.0051,0.0278
1978-06-01,-0.0169,0.0174,0.006,0.0054,0.0279
1978-07-01,0.0512,0.0029,-0.01,0.005600000000000001,0.04190000000000001
1978-08-01,0.0378,0.0506,-0.0066,0.005600000000000001,0.0301
1978-09-01,-0.0144,-0.0049,0.018799999999999997,0.0062,-0.0319
1978-10-01,-0.11900000000000001,-0.0989,0.0126,0.0068000000000000005,-0.0842
1978-11-01,0.0271,0.030600000000000002,-0.0208,0.006999999999999999,0.0545
1978-12-01,0.0087,0.011899999999999999,-0.021400000000000002,0.0078000000000000005,0.0301
1979-01-01,0.042199999999999994,0.0355,0.0219,0.0077,-0.0143
1979-02-01,-0.0356,0.0044,0.011699999999999999,0.0073,-0.009899999999999999
1979-03-01,0.0567,0.032,-0.0068000000000000005,0.008100000000000001,0.0291
1979-04-01,-0.0007000000000000001,0.0217,0.011200000000000002,0.008,0.0087
1979-05-01,-0.022000000000000002,0.0021,0.0132,0.008199999999999999,-0.0055000000000000005
1979-06-01,0.0384,0.0113,0.014199999999999999,0.008100000000000001,0.0077
1979-07-01,0.0083,0.0128,0.0179,0.0077,-0.010700000000000001
1979-08-01,0.0554,0.019799999999999998,-0.0158,0.0077,-0.0029
1979-09-01,-0.0083,-0.0026,-0.009399999999999999,0.0083,0.0528
1979-10-01,-0.081,-0.0338,-0.0183,0.0087,0.0204
1979-11-01,0.052199999999999996,0.0281,-0.0321,0.009899999999999999,0.08039999999999999
1979-12-01,0.0178,0.041299999999999996,-0.0213,0.0095,0.0472
1980-01-01,0.055,0.016200000000000003,0.018500000000000003,0.008,0.0745
1980-02-01,-0.0123,-0.018600000000000002,0.0059,0.0089,0.0789
1980-03-01,-0.129,-0.067,-0.0096,0.0121,-0.0959
1980-04-01,0.0395,0.0105,0.0103,0.0126,-0.0049
1980-05-01,0.0526,0.020499999999999997,0.0038,0.008100000000000001,-0.0118
1980-06-01,0.0298,0.0166,-0.008,0.0060999999999999995,0.0158
1980-07-01,0.06509999999999999,0.040999999999999995,-0.0629,0.0053,0.003
1980-08-01,0.0175,0.039,-0.0246,0.0064,0.030600000000000002
1980-09-01,0.0219,0.0096,-0.0461,0.0075,0.054299999999999994
1980-10-01,0.0104,0.0239,-0.029300000000000003,0.0095,0.0713
1980-11-01,0.096,-0.0327,-0.08109999999999999,0.0096,0.1515
1980-12-01,-0.0446,-0.0028000000000000004,0.027999999999999997,0.0131,-0.0669
1981-01-01,-0.0506,0.0291,0.0674,0.0104,-0.0781
1981-02-01,0.0060999999999999995,-0.004699999999999999,0.0097,0.010700000000000001,-0.0137
1981-03-01,0.036699999999999997,0.0334,0.0060999999999999995,0.0121,0.008199999999999999
1981-04-01,-0.0216,0.045,0.022799999999999997,0.0108,-0.0108
1981-05-01,0.0013,0.0194,-0.0043,0.0115,0.0358
1981-06-01,-0.023399999999999997,-0.0083,0.051399999999999994,0.013500000000000002,-0.056900000000000006
1981-07-01,-0.0155,-0.0207,-0.0060999999999999995,0.0124,-0.024399999999999998
1981-08-01,-0.0702,-0.0195,0.0471,0.0128,-0.011000000000000001
1981-09-01,-0.0719,-0.0268,0.051100000000000007,0.0124,0.0213
1981-10-01,0.0492,0.0213,-0.0409,0.0121,0.0383
1981-11-01,0.034,-0.0109,0.0191,0.010700000000000001,-0.002
1981-12-01,-0.0363,0.0118,0.0079,0.0087,0.0127
1982-01-01,-0.0323,-0.0125,0.0319,0.008,0.0177
1982-02-01,-0.058600000000000006,0.0046,0.060899999999999996,0.0092,0.0487
1982-03-01,-0.0182,-0.0019,0.037599999999999995,0.0098,0.028999999999999998
1982-04-01,0.032400000000000005,0.016399999999999998,-0.0308,0.0113,-0.0046
1982-05-01,-0.0393,0.0017000000000000001,0.0178,0.0106,0.025099999999999997
1982-06-01,-0.0308,-0.0043,0.015600000000000001,0.0096,0.048799999999999996
1982-07-01,-0.032,0.0091,0.0007000000000000001,0.0105,0.0441
1982-08-01,0.11230000000000001,-0.042800000000000005,0.0109,0.0076,-0.0359
1982-09-01,0.0131,0.0287,0.0023,0.0051,0.041299999999999996
1982-10-01,0.113,0.023799999999999998,-0.0362,0.0059,0.0
1982-11-01,0.046799999999999994,0.0463,-0.018000000000000002,0.0063,0.0591
1982-12-01,0.005600000000000001,-0.0031,-0.0006,0.0067,-0.0002
1983-01-01,0.0359,0.0282,-0.0072,0.0069,-0.016399999999999998
1983-02-01,0.0259,0.0318,0.0066,0.0062,0.0369
1983-03-01,0.0281,0.0175,0.0206,0.0063,0.0088
1983-04-01,0.0666,0.0046,0.0043,0.0070999999999999995,0.016399999999999998
1983-05-01,0.0051,0.062,-0.013999999999999999,0.0069,-0.015700000000000002
1983-06-01,0.030699999999999998,0.009300000000000001,-0.038900000000000004,0.0067,0.018500000000000003
1983-07-01,-0.0406,0.015,0.0554,0.0074,-0.0308
1983-08-01,-0.005,-0.0429,0.0559,0.0076,-0.0538
1983-09-01,0.0092,0.0060999999999999995,0.009899999999999999,0.0076,-0.0001
1983-10-01,-0.034300000000000004,-0.0355,0.0496,0.0076,-0.0446
1983-11-01,0.0217,0.0202,-0.0073,0.006999999999999999,-0.0013
1983-12-01,-0.0177,-0.0025,0.0175,0.0073,0.008199999999999999
1984-01-01,-0.0192,-0.0034999999999999996,0.0748,0.0076,-0.025699999999999997
1984-02-01,-0.04769999999999999,-0.0168,0.0341,0.0070999999999999995,0.0045000000000000005
1984-03-01,0.006500000000000001,0.001,0.0053,0.0073,0.011000000000000001
1984-04-01,-0.0051,-0.0116,0.011899999999999999,0.008100000000000001,0.021400000000000002
1984-05-01,-0.059800000000000006,0.0007000000000000001,0.0026,0.0078000000000000005,0.0152
1984-06-01,0.0181,-0.0024,-0.0275,0.0075,-0.0055000000000000005
1984-07-01,-0.027200000000000002,-0.022000000000000002,0.0039000000000000003,0.008199999999999999,0.0278
1984-08-01,0.1027,-0.0027,-0.0174,0.0083,-0.056100000000000004
1984-09-01,-0.008,0.0015,0.0525,0.0086,0.0364
1984-10-01,-0.0084,-0.0111,0.0059,0.01,0.032799999999999996
1984-11-01,-0.0177,-0.0072,0.0387,0.0073,0.015700000000000002
1984-12-01,0.0184,-0.0066,-0.0029,0.0064,0.013999999999999999
1985-01-01,0.0797,0.0327,-0.0521,0.006500000000000001,-0.0677
1985-02-01,0.012199999999999999,0.0070999999999999995,-0.0024,0.0058,0.0191
1985-03-01,-0.0083,-0.010700000000000001,0.0401,0.0062,0.0179
1985-04-01,-0.0096,0.0009,0.036000000000000004,0.0072,0.029500000000000002
1985-05-01,0.0507,-0.023,-0.0098,0.0066,0.0405
1985-06-01,0.0127,0.0048,0.0038,0.0055000000000000005,0.0339
1985-07-01,-0.0072,0.028300000000000002,-0.016200000000000003,0.0062,-0.037000000000000005
1985-08-01,-0.0101,-0.003,0.023399999999999997,0.0055000000000000005,0.0178
1985-09-01,-0.0451,-0.016200000000000003,0.0121,0.006,0.016
1985-10-01,0.04,-0.015,0.0077,0.006500000000000001,0.048600000000000004
1985-11-01,0.0646,0.0019,-0.0291,0.0060999999999999995,-0.005699999999999999
1985-12-01,0.0388,-0.0053,-0.0146,0.006500000000000001,-0.0023
1986-01-01,0.006500000000000001,0.0115,0.0046,0.005600000000000001,0.029500000000000002
1986-02-01,0.07139999999999999,-0.005699999999999999,-0.0063,0.0053,0.0259
1986-03-01,0.049100000000000005,-0.0054,-0.0039000000000000003,0.006,0.0239
1986-04-01,-0.0128,0.0276,-0.0281,0.0052,-0.0034999999999999996
1986-05-01,0.0462,-0.013600000000000001,-0.0014000000000000002,0.0049,0.0206
1986-06-01,0.0106,-0.009300000000000001,0.012,0.0052,0.049400000000000006
1986-07-01,-0.0643,-0.034300000000000004,0.0466,0.0052,0.019
1986-08-01,0.060700000000000004,-0.0416,0.0354,0.0046,-0.0516
1986-09-01,-0.0859,0.024,0.0323,0.0045000000000000005,-0.056900000000000006
1986-10-01,0.0464,-0.0253,-0.014199999999999999,0.0046,0.0447
1986-11-01,0.011699999999999999,-0.0187,-0.0002,0.0039000000000000003,-0.0025
1986-12-01,-0.0326,0.0019,0.0036,0.0049,0.0046
1987-01-01,0.1245,-0.0189,-0.0318,0.0042,0.0206
1987-02-01,0.0438,0.0345,-0.058600000000000006,0.0043,-0.0222
1987-03-01,0.0163,0.005,0.0166,0.004699999999999999,0.0167
1987-04-01,-0.0209,-0.0172,-0.0036,0.0044,0.0022
