const,value,quality,momentum,low_risk
0.007221519956736736,0.018910643518751904,-0.00363106048679193,0.01508518521468927,-0.004853267845291949
0.02345345859297303,-0.0041113608734058725,0.008725249039886796,-0.016483576780693097,-0.0135422477976501
0.0063430386861831655,-0.0038088628636154826,-0.01660328876239827,-0.013476797531940421,-0.009410775587486351
0.010223647982191109,-0.0007155672505393344,-0.006667033470409584,0.023266990255227812,0.026279310221435016
-0.019193742050936553,-0.026488403798412396,0.00862440678658705,-0.03087238670491088,0.000881666635828211
0.017432206738548724,0.018552775324761205,0.005407612762609004,-0.011726127950771714,0.0047194968064859216
0.015332484538578349,0.005986812866681224,-0.007325760037041079,0.00479913909689568,0.001849786917749968
-0.0008487846807125818,-0.005025544028143945,0.004044149022142526,0.0415551429481396,0.0037385324820627536
0.0054904266794615665,0.01506616057861543,-0.015344235899974088,-0.00895684248131141,0.010012218337834989
0.005819753382545377,0.007570282495104067,0.041970722609073474,-0.01648355137875636,-0.0017255906443476498
-0.007710967312052735,0.018962917953116214,0.02991301322168131,0.016287376540184258,0.021189361809180997
0.004374435237128053,-0.02815977573744318,0.013245748261920912,-0.034561192834335716,0.013511907301392968
0.009338974046322286,0.0007133824921480309,-0.03396274617450087,-0.008124783469591567,0.018228275556274647
0.02600424713074842,0.049673219825896044,0.030568790856340913,0.01293419968289513,-0.04261620773211622
0.0032473571035005148,-0.003381220662673228,-0.0035855354117062324,-0.007217958885142396,-0.00699180447060895
0.0011612971617428166,-0.0013219039670181098,-0.015145062910093418,0.0031144556846286016,0.01205228849667876
0.014544384679918978,-0.014840334159064127,-0.01366037217393047,-0.007121652862553656,-0.011499713770040016
-0.009093536752358697,0.02749253281975389,-0.004787016876809172,0.03935023773863035,0.014257474637075584
-0.027641356862501895,0.020403317469664978,0.03173191330945646,0.028370952081724368,0.05228985151252515
0.010293537634259503,0.016824306592780364,-0.08483514380390204,-0.010801400684502851,-0.045711624933904106
-0.019849067917733443,0.0024878268534473547,-0.011532309552676267,-0.0006320167857930045,0.023130657069414147
-0.00015232299335607002,-0.028931068555919703,0.0034155429774307246,-0.005947921906236802,0.0165780607878683
0.022959643584280997,0.013858657222361627,0.01820893687497609,0.03336390631557986,-0.031547839913424414
0.008365726313675492,0.014737355971037314,-0.0026601072612164375,0.0051543489935415455,-0.0074060061478881285
0.03379246455051422,-0.012364728171894632,0.0359185968827382,0.025552405152887682,0.016598376814598845
0.004247202470487238,0.012596015229040601,0.06123207150513063,-0.007485009962341287,-0.03274381140259033
0.02128546033930545,0.015725474872575244,-0.004237230670218695,0.03035524096224984,-0.0011081806674961402
0.021632529625830677,0.030963114073419458,0.07118875751239476,0.018139350282218313,-0.050080405259969124
0.014717202541168003,0.029709664218792387,-0.008202610011389309,0.011694627453117626,-0.007440196834245023
-0.01466570203449176,-0.054326710252628155,-0.0016502484937381268,-0.02763987722307841,0.04129143109179415
0.01216652163342346,-0.017024966791731863,0.01746822231668933,0.004326040927241068,-0.025722468682373593
-0.00902501512714133,0.0067576416975461346,-0.008726848189304623,0.0027009876972552836,0.004737617229686627
0.005789406739904383,0.007318699449450228,0.060836696697190544,-0.006749610395397985,-0.011704063648976769
-0.002920962584048491,0.0194210772484674,0.006125179987279114,0.024651674322100088,-0.004691239146339617
0.0036006191543111604,-0.006119288991654299,0.05136433517537728,0.00015591601210171186,-0.01163681862358296
0.005673363761730247,-0.0041711867683064605,0.03496484110442691,0.004557810068520166,-0.0037230576111901533
-0.002377416504806321,-0.03133354322155558,-0.04258206510654461,0.012267500285513286,0.02222100341277766
-0.01045405556335546,0.005027460196681684,-0.016951557490768952,0.006226028296576619,-0.004705338675862083
0.0186485128271419,0.003820632233306684,0.006153563483161777,-0.008656218147864858,-0.006877675068372009
0.006645915740228211,-0.008625389512516894,-0.02357610492252683,-0.002709775736292569,-0.005352780116624809
0.011563221314494488,0.007435122445294951,-0.0033179213258726636,-0.04554059089906511,-0.018000479769937863
-0.01831141188777692,-0.011495809794157754,-0.005582500830630042,0.032218260844504895,0.004864528787938992
-0.0021879329113072467,-0.029196528514609358,-0.00800987975745701,-0.004308434147536568,0.02757354908595478
-0.005018094690721177,0.00035306337122108927,-0.0455355019722497,-0.014218158422369223,0.004322533357014092
0.0022562557790316586,0.009127100614296738,0.035703972766255414,-0.004087429089500982,-0.006328285053688639
0.02228353033667378,-0.013297216822610898,-0.061313205807382004,-0.03486478159250623,0.00898115670965464
-0.005759256831852668,-0.014989992682614669,0.06601084759311741,0.01860908961290869,0.026688824883868815
0.016794783406084354,0.004594664869449097,0.05684113712776129,0.03828121050754665,0.0031925559350449327
-0.01878494322578653,-0.0219416872025356,-0.02643618762964639,-0.007102441896565051,0.004061392314347104
-0.01429769489464577,0.03345182405076101,-0.05641598765794649,0.053706887693557526,-0.006161223837321244
-0.007271673909621383,-0.05408525170498733,0.028691488104609836,0.01907662917285489,-0.004231174124966789
0.003459250747882711,0.030193676627324258,0.020991509164997237,0.0021187041842593434,0.004639732415669527
-0.004299996260243687,-0.024708833116672668,0.009322945690684873,0.010563899716839853,-0.00938903078700294
0.01076192101100477,-0.029966231653094165,0.032431721975973236,-0.011369844402299033,3.259014222628878e-05
0.014251550414604902,0.013566204073860586,-0.003853107601862405,0.04542853444983116,-0.019250939313704262
-0.011106094265860383,0.007147648010152971,-0.015162573338766402,-0.004017167994777013,-0.0026859897900857457
-0.013065730551397509,0.02169868422695611,0.016820661041029156,0.04108265517610231,-0.007576829697346203
